"complemento.valorTotal";"emit.cnpj";"emit.xFant";"emit.enderEmit.fone";"emit.enderEmit.xBairro";"emit.enderEmit.xLgr";"emit.enderEmit.xMun";"emit.enderEmit.xPais";"emit.enderEmit.uf";"ide.dhEmi";"ide.natOp";"infAdic.infCpl";"total.icmsTot.vDesc";"total.icmsTot.vFrete";"total.icmsTot.vOutro";"total.icmsTot.vProd";"total.icmsTot.vSeg";"total.icmsTot.vTotTrib";"total.icmsTot.vbc";"total.icmsTot.vbcst";"total.icmsTot.vcofins";"total.icmsTot.vicms";"total.icmsTot.vicmsDeson";"total.icmsTot.vii";"total.icmsTot.vipi";"total.icmsTot.vnf";"total.icmsTot.vpis";"total.icmsTot.vst";"id";"nItem";"prod.indTot";"prod.qCom";"prod.uCom";"prod.vProd";"prod.vUnCom";"prod.xProd"
25,62;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:39:53;"VENDA";"Mesa 91";0;0;0;25,62;0;2,99;0;0;0;0;0;0;0;25,62;0;0;"881";"1";"1";0,308;"KG";21,12;68,6;"BUFFET"
25,62;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:39:53;"VENDA";"Mesa 91";0;0;0;25,62;0;2,99;0;0;0;0;0;0;0;25,62;0;0;"881";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
85,57;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:40:44;"VENDA";"Mesa 80";0;0;0;85,58;0;5,51;0;0;0;0;0;0;0;85,58;0;0;"882";"1";"1";1,182;"KG";81,08;68,6;"BUFFET"
85,57;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:40:44;"VENDA";"Mesa 80";0;0;0;85,58;0;5,51;0;0;0;0;0;0;0;85,58;0;0;"882";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
133,63;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:19;"VENDA";"Mesa 81";0;0;0;133,67;0;9,01;0;0;0;0;0;0;0;133,67;0;0;"883";"1";"1";1;"UN";3,5;3,5;"AGUA"
133,63;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:19;"VENDA";"Mesa 81";0;0;0;133,67;0;9,01;0;0;0;0;0;0;0;133,67;0;0;"883";"2";"1";1,832;"KG";125,67;68,6;"BUFFET"
133,63;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:19;"VENDA";"Mesa 81";0;0;0;133,67;0;9,01;0;0;0;0;0;0;0;133,67;0;0;"883";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
30,52;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:34;"VENDA";"Mesa 90";0;0;0;30,52;0;2,77;0;0;0;0;0;0;0;30,52;0;0;"884";"1";"1";1;"UN";3,5;3,5;"AGUA"
30,52;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:34;"VENDA";"Mesa 90";0;0;0;30,52;0;2,77;0;0;0;0;0;0;0;30,52;0;0;"884";"2";"1";0,394;"KG";27,02;68,6;"BUFFET"
41,09;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:42;"VENDA";"Mesa 92";0;0;0;41,09;0;3,21;0;0;0;0;0;0;0;41,09;0;0;"885";"1";"1";1;"UN";3,5;3,5;"AGUA"
41,09;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:42:42;"VENDA";"Mesa 92";0;0;0;41,09;0;3,21;0;0;0;0;0;0;0;41,09;0;0;"885";"2";"1";0,548;"KG";37,59;68,6;"BUFFET"
62,07;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:45:25;"VENDA";"Mesa 93";0;0;0;62,09;0;6,43;0;0;0;0;0;0;0;62,09;0;0;"886";"1";"1";0,774;"KG";53,09;68,6;"BUFFET"
62,07;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:45:25;"VENDA";"Mesa 93";0;0;0;62,09;0;6,43;0;0;0;0;0;0;0;62,09;0;0;"886";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
62,07;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:45:25;"VENDA";"Mesa 93";0;0;0;62,09;0;6,43;0;0;0;0;0;0;0;62,09;0;0;"886";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
16,05;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:46:13;"VENDA";"Mesa 96";0;0;0;16,05;0;0,67;0;0;0;0;0;0;0;16,05;0;0;"887";"1";"1";0,234;"KG";16,05;68,6;"BUFFET"
92,11;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:47:55;"VENDA";"Mesa 97";0;0;0;92,14;0;7,69;0;0;0;0;0;0;0;92,14;0;0;"888";"1";"1";1,212;"KG";83,14;68,6;"BUFFET"
92,11;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:47:55;"VENDA";"Mesa 97";0;0;0;92,14;0;7,69;0;0;0;0;0;0;0;92,14;0;0;"888";"2";"1";2;"UN";9;4,5;"REFRIGERANTE"
48,91;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:52:50;"VENDA";"Mesa 99";0;0;0;48,92;0;3,97;0;0;0;0;0;0;0;48,92;0;0;"889";"1";"1";0,582;"KG";39,92;68,6;"BUFFET"
48,91;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:52:50;"VENDA";"Mesa 99";0;0;0;48,92;0;3,97;0;0;0;0;0;0;0;48,92;0;0;"889";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
48,91;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:52:50;"VENDA";"Mesa 99";0;0;0;48,92;0;3,97;0;0;0;0;0;0;0;48,92;0;0;"889";"3";"1";1;"UN";4,5;4,5;"SUCO"
35,87;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:06;"VENDA";"Mesa 88";0;0;0;35,87;0;6,61;0;0;0;0;0;0;0;35,87;0;0;"890";"1";"1";2;"UN";12;6;"CERVEJA"
35,87;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:06;"VENDA";"Mesa 88";0;0;0;35,87;0;6,61;0;0;0;0;0;0;0;35,87;0;0;"890";"2";"1";0,348;"KG";23,87;68,6;"BUFFET"
35,26;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:14;"VENDA";"Mesa 89";0;0;0;35,26;0;1,48;0;0;0;0;0;0;0;35,26;0;0;"891";"1";"1";0,514;"KG";35,26;68,6;"BUFFET"
22,7;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:22;"VENDA";"Mesa 86";0;0;0;22,7;0;2,44;0;0;0;0;0;0;0;22,7;0;0;"892";"1";"1";1;"UN";3,5;3,5;"AGUA"
22,7;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:22;"VENDA";"Mesa 86";0;0;0;22,7;0;2,44;0;0;0;0;0;0;0;22,7;0;0;"892";"2";"1";0,28;"KG";19,2;68,6;"BUFFET"
30,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:29;"VENDA";"Mesa 87";0;0;0;30,56;0;3,19;0;0;0;0;0;0;0;30,56;0;0;"893";"1";"1";0,38;"KG";26,06;68,6;"BUFFET"
30,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:53:29;"VENDA";"Mesa 87";0;0;0;30,56;0;3,19;0;0;0;0;0;0;0;30,56;0;0;"893";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
33,44;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:57:32;"VENDA";"Mesa 63";0;0;0;33,44;0;3,32;0;0;0;0;0;0;0;33,44;0;0;"894";"1";"1";0,422;"KG";28,94;68,6;"BUFFET"
33,44;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:57:32;"VENDA";"Mesa 63";0;0;0;33,44;0;3,32;0;0;0;0;0;0;0;33,44;0;0;"894";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
27,08;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:58:17;"VENDA";"Mesa 64";0;0;0;27,08;0;5,31;0;0;0;0;0;0;0;27,08;0;0;"895";"1";"1";1;"UN";9,8;9,8;"SUSHI ESPECIAL"
27,08;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:58:17;"VENDA";"Mesa 64";0;0;0;27,08;0;5,31;0;0;0;0;0;0;0;27,08;0;0;"895";"2";"1";0,252;"KG";17,28;68,6;"BUFFET"
37,04;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-14 13:58:50;"VENDA";"Mesa 70";0;0;0;37,04;0;1,56;0;0;0;0;0;0;0;37,04;0;0;"896";"1";"1";0,54;"KG";37,04;68,6;"BUFFET"
57,41;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:01:29;"VENDA";"Mesa 2";0;0;0;57,41;0;3,89;0;0;0;0;0;0;0;57,41;0;0;"897";"1";"1";1;"UN";3,5;3,5;"AGUA"
57,41;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:01:29;"VENDA";"Mesa 2";0;0;0;57,41;0;3,89;0;0;0;0;0;0;0;57,41;0;0;"897";"2";"1";0,786;"KG";53,91;68,6;"BUFFET"
30,11;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:04:24;"VENDA";"Mesa 1";0;0;0;30,11;0;2,75;0;0;0;0;0;0;0;30,11;0;0;"898";"1";"1";1;"UN";3,5;3,5;"AGUA"
30,11;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:04:24;"VENDA";"Mesa 1";0;0;0;30,11;0;2,75;0;0;0;0;0;0;0;30,11;0;0;"898";"2";"1";0,388;"KG";26,61;68,6;"BUFFET"
20,71;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:06:50;"VENDA";"Mesa 6";0;0;0;20,71;0;0,87;0;0;0;0;0;0;0;20,71;0;0;"899";"1";"1";0,302;"KG";20,71;68,6;"BUFFET"
94,84;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:19:03;"VENDA";"Mesa 5";0;0;0;94,85;0;9,73;0;0;0;0;0;0;0;94,85;0;0;"900";"1";"1";1,186;"KG";81,35;68,6;"BUFFET"
94,84;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:19:03;"VENDA";"Mesa 5";0;0;0;94,85;0;9,73;0;0;0;0;0;0;0;94,85;0;0;"900";"2";"1";3;"UN";13,5;4,5;"REFRIGERANTE"
18,38;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:20:22;"VENDA";"Mesa 37";0;0;0;18,38;0;0,77;0;0;0;0;0;0;0;18,38;0;0;"901";"1";"1";0,268;"KG";18,38;68,6;"BUFFET"
61,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:22:49;"VENDA";"Mesa 7";0;0;0;61,57;0;4,5;0;0;0;0;0;0;0;61,57;0;0;"902";"1";"1";0,832;"KG";57,07;68,6;"BUFFET"
61,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:22:49;"VENDA";"Mesa 7";0;0;0;61,57;0;4,5;0;0;0;0;0;0;0;61,57;0;0;"902";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
26,58;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:25:56;"VENDA";"Mesa 57";0;0;0;26,58;0;3,03;0;0;0;0;0;0;0;26,58;0;0;"903";"1";"1";0,322;"KG";22,08;68,6;"BUFFET"
26,58;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:25:56;"VENDA";"Mesa 57";0;0;0;26,58;0;3,03;0;0;0;0;0;0;0;26,58;0;0;"903";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
31,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:26:33;"VENDA";"Mesa 25";0;0;0;31,39;0;1,32;0;0;0;0;0;0;0;31,39;0;0;"904";"1";"1";1;"UN";4,5;4,5;"LIMONADA"
31,39;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:26:33;"VENDA";"Mesa 25";0;0;0;31,39;0;1,32;0;0;0;0;0;0;0;31,39;0;0;"904";"2";"1";0,392;"KG";26,89;68,6;"BUFFET"
29,88;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:27:17;"VENDA";"Mesa 24";0;0;0;29,88;0;1,26;0;0;0;0;0;0;0;29,88;0;0;"905";"1";"1";1;"UN";4,5;4,5;"LIMONADA"
29,88;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:27:17;"VENDA";"Mesa 24";0;0;0;29,88;0;1,26;0;0;0;0;0;0;0;29,88;0;0;"905";"2";"1";0,37;"KG";25,38;68,6;"BUFFET"
29,33;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:27:48;"VENDA";"Mesa 26";0;0;0;29,33;0;3,14;0;0;0;0;0;0;0;29,33;0;0;"906";"1";"1";0,362;"KG";24,83;68,6;"BUFFET"
29,33;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:27:48;"VENDA";"Mesa 26";0;0;0;29,33;0;3,14;0;0;0;0;0;0;0;29,33;0;0;"906";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
53,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:39:55;"VENDA";"Mesa 38";0;0;0;53,31;0;4,15;0;0;0;0;0;0;0;53,31;0;0;"907";"1";"1";1;"UN";4,5;4,5;"SUCO"
53,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:39:55;"VENDA";"Mesa 38";0;0;0;53,31;0;4,15;0;0;0;0;0;0;0;53,31;0;0;"907";"2";"1";0,646;"KG";44,31;68,6;"BUFFET"
53,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:39:55;"VENDA";"Mesa 38";0;0;0;53,31;0;4,15;0;0;0;0;0;0;0;53,31;0;0;"907";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
29,77;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:40:18;"VENDA";"Mesa 41";0;0;0;29,77;0;1,25;0;0;0;0;0;0;0;29,77;0;0;"908";"1";"1";0,434;"KG";29,77;68,6;"BUFFET"
76,54;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:40:28;"VENDA";"Mesa 11";0;0;0;76,55;0;5,49;0;0;0;0;0;0;0;49,87;0;0;"909";"1";"1";2;"UN";7;3,5;"AGUA"
76,54;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:40:28;"VENDA";"Mesa 11";0;0;0;76,55;0;5,49;0;0;0;0;0;0;0;49,87;0;0;"909";"2";"1";1,01;"KG";69,55;68,6;"BUFFET"
23,84;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:40:36;"VENDA";"Mesa 9";0;0;0;23,84;0;2,91;0;0;0;0;0;0;0;23,84;0;0;"910";"1";"1";0,282;"KG";19,34;68,6;"BUFFET"
23,84;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:40:36;"VENDA";"Mesa 9";0;0;0;23,84;0;2,91;0;0;0;0;0;0;0;23,84;0;0;"910";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
27,82;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:41:40;"VENDA";"Mesa 10";0;0;0;27,82;0;3,08;0;0;0;0;0;0;0;27,82;0;0;"911";"1";"1";0,34;"KG";23,32;68,6;"BUFFET"
27,82;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:41:40;"VENDA";"Mesa 10";0;0;0;27,82;0;3,08;0;0;0;0;0;0;0;27,82;0;0;"911";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
49,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:41:54;"VENDA";"Mesa 27";0;0;0;49,47;0;3,99;0;0;0;0;0;0;0;49,47;0;0;"912";"1";"1";1;"UN";4,5;4,5;"LIMONADA"
49,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:41:54;"VENDA";"Mesa 27";0;0;0;49,47;0;3,99;0;0;0;0;0;0;0;49,47;0;0;"912";"2";"1";0,59;"KG";40,47;68,6;"BUFFET"
49,47;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:41:54;"VENDA";"Mesa 27";0;0;0;49,47;0;3,99;0;0;0;0;0;0;0;49,47;0;0;"912";"3";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
27,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:06;"VENDA";"Mesa 14";0;0;0;27,06;0;1,56;0;0;0;0;0;0;0;27,06;0;0;"913";"1";"1";1;"UN";1;1;"CHA"
27,06;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:06;"VENDA";"Mesa 14";0;0;0;27,06;0;1,56;0;0;0;0;0;0;0;27,06;0;0;"913";"2";"1";0,38;"KG";26,06;68,6;"BUFFET"
50,14;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:14;"VENDA";"Mesa 23";0;0;0;50,14;0;3,59;0;0;0;0;0;0;0;50,14;0;0;"914";"1";"1";1;"UN";3,5;3,5;"AGUA"
50,14;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:14;"VENDA";"Mesa 23";0;0;0;50,14;0;3,59;0;0;0;0;0;0;0;50,14;0;0;"914";"2";"1";0,68;"KG";46,64;68,6;"BUFFET"
26,17;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:22;"VENDA";"Mesa 21";0;0;0;26,17;0;1,1;0;0;0;0;0;0;0;26,17;0;0;"915";"1";"1";1;"UN";4,5;4,5;"SUCO"
26,17;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:22;"VENDA";"Mesa 21";0;0;0;26,17;0;1,1;0;0;0;0;0;0;0;26,17;0;0;"915";"2";"1";0,316;"KG";21,67;68,6;"BUFFET"
26,31;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:36;"VENDA";"Mesa 22";0;0;0;26,31;0;3,02;0;0;0;0;0;0;0;26,31;0;0;"916";"1";"1";0,318;"KG";21,81;68,6;"BUFFET"
26,31;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:42:36;"VENDA";"Mesa 22";0;0;0;26,31;0;3,02;0;0;0;0;0;0;0;26,31;0;0;"916";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
34,56;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:46:30;"VENDA";"Mesa 15";0;0;0;34,56;0;1,46;0;0;0;0;0;0;0;23,04;0;0;"917";"1";"1";0,5;"KG";34,56;68,6;"BUFFET"
22,54;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:47:46;"VENDA";"Mesa 53";0;0;0;22,54;0;1,37;0;0;0;0;0;0;0;22,54;0;0;"918";"1";"1";1;"UN";1;1;"CHA"
22,54;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:47:46;"VENDA";"Mesa 53";0;0;0;22,54;0;1,37;0;0;0;0;0;0;0;22,54;0;0;"918";"2";"1";0,314;"KG";21,54;68,6;"BUFFET"
54,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:48:15;"VENDA";"Mesa 44";0;0;0;54,3;0;4,19;0;0;0;0;0;0;0;54,3;0;0;"919";"1";"1";0,726;"KG";49,8;68,6;"BUFFET"
54,3;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:48:15;"VENDA";"Mesa 44";0;0;0;54,3;0;4,19;0;0;0;0;0;0;0;54,3;0;0;"919";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
34,02;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:53:38;"VENDA";"Mesa 63";0;0;0;34,02;0;1,43;0;0;0;0;0;0;0;34,02;0;0;"920";"1";"1";0,496;"KG";34,02;68,6;"BUFFET"
34,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:14;"VENDA";"Mesa 64";0;0;0;34,4;0;3,36;0;0;0;0;0;0;0;34,4;0;0;"921";"1";"1";0,436;"KG";29,9;68,6;"BUFFET"
34,4;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:14;"VENDA";"Mesa 64";0;0;0;34,4;0;3,36;0;0;0;0;0;0;0;34,4;0;0;"921";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
67,18;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:22;"VENDA";"Mesa 55";0;0;0;67,2;0;4,73;0;0;0;0;0;0;0;67,2;0;0;"922";"1";"1";0,914;"KG";62,7;68,6;"BUFFET"
67,18;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:22;"VENDA";"Mesa 55";0;0;0;67,2;0;4,73;0;0;0;0;0;0;0;67,2;0;0;"922";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
56,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:30;"VENDA";"Mesa 35";0;0;0;56,22;0;4,27;0;0;0;0;0;0;0;56,22;0;0;"923";"1";"1";0,754;"KG";51,72;68,6;"BUFFET"
56,21;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:30;"VENDA";"Mesa 35";0;0;0;56,22;0;4,27;0;0;0;0;0;0;0;56,22;0;0;"923";"2";"1";1;"UN";4,5;4,5;"REFRIGERANTE"
30,15;"01.234.567/0001-89";"Analytica";"1-650-933-4902";"";"650 Castro St. unit 210";"Mountain View";"United States";"CA";2016-01-15 12:54:44;"VENDA";"Mesa 16";0;0;0;30,15;0;3,18;0;0;0;0;0;0;0;30,15;0;0;"924";"1";"1";0,374;"KG";25,65;68,6;"BUFFET"
